Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
EHKCalcAlk,TP-16,Taipu,[24],70.9,14.8,3.49,3.14,0.05,0.68,2.08,3.42,5.02,0.52,0.14,0.78,,101.88,,4.7,6.1,1.5,61,3.9,5.5,58,<0.01,,,,,199,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,SL-153D,Serra do Lima,[11],74.39,13.3,1.06,0.95,,0.05,0.96,3.57,5.25,0.05,0.08,0.53,,99.24,,5,,,5,,,,,,,,,158,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-3B,Dona Inês,[18],71.4,14.4,2.64,2.38,0.03,0.2,2.2,3.6,5.3,0.1,,,,99.87,36,0,,,9,22,45,52,,,,,,175,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-12,Taipu,[24],71.87,14.97,1.95,1.75,0.03,0.18,0.9,3.14,4.64,0.13,0.03,0.21,,98.05,,2.5,2.4,2.1,49,4.3,7.4,54,<0.01,,,,,195,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,GA-08,Monte das Gameleiras,[10],67.67,15.6,3.04,2.74,0.03,0.43,2.61,3.67,5.44,0.53,0.15,0.34,,99.51,,,,,,,,,,,,,,157,,1168,366,,,10,,199,47,,,,,,,,,,,47.2,92.9,,36.7,7.61,1.34,7,,6.52,0.01,3.5,,3.3,0.53,206.61
EHKCalcAlk,AC-02D,Acari,[14],71.79,14,1.95,1.75,0.03,0.38,1.54,3.4,5.05,0.2,0.17,0.8,,99.31,,10,4,4,27,8,,47,,,,,,114,,205,127,,,2,,74,2,,,,,,,,,,,15.1,26.6,,8.05,1.2,0.47,0.53,,0.32,0.04,0.1,,0.1,0.02,52.52
EHKCalcAlk,A21A,Serra do Caramuru,[16],66.63,15.02,4.85,4.36,0.07,0.78,1.8,3.64,5.41,0.62,0.27,0.6,,99.69,,,,5,,,,,,,,,,79,,960,259,,,8,,72,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-14,Taipu,[24],73.9,14.3,2.4,2.16,0.05,0.3,1.56,3.41,5.09,0.28,0.08,0.3,,101.67,,2.8,3.3,2.3,118,3.9,8.7,43,0.01,,,,,215,,538,180,,,9,,163,8.3,,,,,,,,,,,77,125,,37,6.1,0.53,2.4,,0.63,0.1,0.37,,0.2,0.03,249.36
EHKCalcAlk,VF-13B,Flores,[27],74.43,12.99,1.67,1.5,0.02,0.1,1.11,3.31,4.95,0.22,0.02,1,,99.82,,96,,,,,,,,,,,,86.1,,1123.2,441.2,,,6.1,,195.5,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MA-14A,Caxexa,[22],76.7,12.66,1.37,1.23,0.02,0.13,0.86,3.17,4.76,0.07,0.02,0.29,,100.05,,4,,,17,,,,,,,,,75.7,,1257.9,479.5,,,7.1,,204.9,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D40,Serra da Macambira,[25],73.2,13.3,2.17,1.95,0.05,0.39,1.17,3.35,5.04,0.32,0.09,0.7,,99.78,,2.9,81.6,4,<8,2.3,9,,,,,,,83.7,,896,374.8,,,8,,198.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VF-30B,Flores,[27],73.8,13.54,1.4,1.26,0.03,0.12,0.82,3.45,5.22,0.13,0.03,1.4,,99.94,,34,,,,,,,,,,,,87.5,,1227.4,532.4,,,8.3,,197,7.9,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP-08B,Angicos,[14],70,15,3.12,2.81,0.04,0.79,1.9,3.5,5.3,0.4,0.13,0.2,,100.38,21,,,,24,,72,61,,,,,,79.8,,1248.8,493.3,,,8.7,,206.9,6,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-5C,Dona Inês,[18],71.5,14.7,3.14,2.83,0.04,0.24,1.4,3.5,5.3,0.1,,,,99.92,,,,,,,,,,,,,,186.5,,1644.2,446.3,,,7.1,,424.2,17,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D29,Serra da Macambira,[25],73.7,13.6,1.38,1.24,0.05,0.25,1.08,3.44,5.21,0.17,0.05,0.5,,99.43,,2.1,59.8,3,38,0.9,13.5,,,,,,,81,,1204.8,438.5,,,8.1,,206.3,8.6,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VF-30A,Flores,[27],74.52,13.16,1.39,1.25,0.03,0.17,0.85,3.37,5.12,0.14,0.03,1.1,,99.88,,36,,,,,,,,,,,,76.5,,1385.3,521.1,,,4.1,,71.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-02,Dona Inês,[18],72.6,15,2.4,2.16,0.03,0.21,1.5,3.2,4.9,0,,,,99.84,,,,,,,,,,,,,,85.4,,1434.3,505.1,,,8.2,,237.4,7,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP491B,Serra da Rajada,[5],73.4,12.8,2.17,1.95,0.06,0.21,1.01,3.23,4.98,0.13,0.03,0.4,,98.42,,2.7,1.5,,,3.8,53.7,,,,,,,86.2,,2005.8,958.4,,,3.5,,66.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-11B,Dona Inês,[18],70.6,14.9,2.67,2.4,0.04,0.19,2.1,3.5,5.4,0.22,,,,99.62,,,,,,,,,,,,,,106.5,,825,264,,,6.4,,135.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,SL-119B,Serra do Lima,[11],73.12,13.55,1.82,1.64,0.03,0.2,1.18,3.44,5.33,0.19,0.12,0.13,,99.11,,6,,,5,,,,,,,,,168.6,,289.4,133.1,,,17.3,,107.7,27,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,SL-06B,Serra do Lima,[11],73,14.02,1.71,1.54,0.02,0.38,1.29,3.31,5.14,0.22,0.08,0.54,,99.71,,4,,,22,,,,,,,,,225,,713,320,19,,10,,370,25,,,,,,,,,,,54.8,108,11.6,40.5,7.09,1.19,5.29,0.77,4.57,0.85,2.26,0.36,2.19,0.26,239.73
EHKCalcAlk,ED-77,Angicos,[14],69.93,14.23,3.09,2.78,0.01,0.56,1.82,3.34,5.2,0.35,0.3,0.73,,99.56,,5,5,4,35,23,,72,,,,,,211,,,327,,,6,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D07A (dique),Serra da Macambira,[25],74.4,13.2,1.43,1.29,0.05,0.21,0.97,3.34,5.2,0.17,0.04,0.7,,99.71,,1.9,143.3,2,<8,0.7,13.2,,,,,,,220,,,308,,,9,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A15B,Serra do Caramuru,[16],69.24,14.49,3.29,2.96,0.05,0.69,1.63,3.66,5.71,0.51,0.18,0.3,,99.75,,,,4,,,,,,,,,,238,,1097,232,20,,8,,191,10,,,,,,,,,,,87,152,14.9,48.5,6.82,1.18,5.03,0.55,2.4,0.34,0.98,0.11,0.77,0.12,320.7
EHKCalcAlk,D7C (dique),Serra da Macambira,[25],74.2,13.26,0.48,0.43,0.01,0.01,0.75,3.43,5.39,0.03,0.05,2.2,,99.81,,1.4,188.7,1,<8,0.7,15.2,,,,,,,293,,725,182,20,,9,,186,27,,,,,,,,,,,78.4,142,14.8,51.3,9.9,1.2,7.94,1,5.24,0.86,2.02,0.26,1.83,0.25,317
EHKCalcAlk,JC-26-01,Serra de Joao do Vale,[7],75.7,13.65,1.49,1.34,0.03,0.25,1.1,3.12,4.93,0.16,0.04,0.77,,101.31,10,2,1,3,9,2,35,36,<0.5,,,,,279,,869,222,22,,16,,200,23,,,,,,,,,,,74.3,135,12.9,40.9,7.15,1.07,5.11,0.78,4.02,0.67,1.77,0.25,1.52,0.26,285.7
EHKCalcAlk,D08A,Serra da Macambira,[25],74.1,13.2,1.51,1.36,0.04,0.25,1.13,3.29,5.2,0.19,0.05,0.8,,99.76,,1.8,113.4,3,<8,0.8,13.7,,,,,,,201,,735,202,19,,3,,160,6,,,,,,,,,,,98.3,153,16.3,49.8,7.43,1.26,4.91,0.5,1.95,0.23,0.66,0.07,0.48,0.06,334.95
EHKCalcAlk,VC-602,Arruda Câmara,[19],75.48,13.08,1.32,1.19,0.03,0.1,0.96,3.35,5.3,0.08,0.02,0.3,,100.02,,13.4,0.6,1,0,6.8,18.8,22,,,,,,245,,,217,,,9,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-5,Taipu,[24],71.02,14.76,2.51,2.26,0.04,0.22,0.81,3.76,5.96,0.16,0.04,0.13,,99.41,,1.4,2.4,1.6,31,1.3,9.3,44,0.02,,,,,243,,352,177,,,16,,136,18,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-1,Taipu,[24],72.81,16.26,2.51,2.26,0.03,0.33,1.37,3.18,5.07,0.26,0.06,0.17,,102.05,,2.7,3.7,2.1,51,3.3,3.3,53,<0.01,,,,,237.6,,814.1,196.1,,,11.6,,200.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,JC-21-08 GE,Serra de Joao do Vale,[7],73.5,14,1.78,1.6,0.03,0.33,1.39,3.22,5.14,0.2,0.05,0.71,,100.44,10,4,3,2,11,2,35,41,<0.5,,,,,277.5,,511.9,133.7,,,12.9,,193.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP508A,Serra da Rajada,[5],72,13.9,2.5,2.25,0.05,0.33,1.32,3.31,5.29,0.22,0.06,0.3,,99.28,,2.2,2,,,1.9,15.8,,,,,,,215.2,,702.3,180.3,,,10.5,,175.2,15.9,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VF-31,Flores,[27],73.6,13.54,1.74,1.57,0.03,0.19,0.94,3.4,5.47,0.2,0.05,0.7,,99.86,,48,,,,,,,,,,,,217.6,,909.2,204.8,,,8,,195.6,16,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D09A,Serra da Macambira,[25],71.6,13.8,2.64,2.38,0.06,0.45,1.29,3.35,5.39,0.38,0.11,0.7,,99.77,,2.8,79.5,4,<8,1.6,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A5B,Serra do Caramuru,[16],69.7,13.9,3.2,2.88,0.02,0.56,1.37,3.52,5.67,0.46,0.16,0.75,,99.31,,,,2.1,,,,,,,,,,231,,981,252,15,,26,,186,42,49,11,,,,,,,,,81,149,15,50,9.3,1.8,7.2,1.2,5.2,0.3,2.8,,2.4,,325.2
EHKCalcAlk,MA-59,Caxexa,[22],71.46,14.51,2.35,2.11,0.03,0.43,1.43,3.47,5.6,0.19,0.13,0.33,,99.93,,2,,,8,,,,,,,,,215,,893,192,16,,19,,163,17,21,0,,,,,,,,,65,130,13,42,7.5,1.5,6.2,1,3.3,0,1.2,,0.4,,271.1
EHKCalcAlk,A31B,Serra do Caramuru,[16],67.01,15.12,3.38,3.04,0.02,1.06,2.1,3.36,5.43,0.6,0.18,1.3,,99.56,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VC-605,Arruda Câmara,[19],75.15,13.07,1.73,1.56,0.03,0.22,1.16,3.18,5.14,0.15,0.03,0.1,,99.96,,7.9,1.5,1,7,4.4,10.7,30,,,,,,234,,927,203,18,,34,,171,16,33,6,,,,,,,,,59,116,10,34,5.9,1,3.7,0.6,2.6,0.04,1,,0.8,,234.64
EHKCalcAlk,SL-153A,Serra do Lima,[11],73.28,13.48,1.47,1.32,,0.2,1.2,3.29,5.32,0.17,0.11,0.48,,99,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A5K,Serra do Caramuru,[16],69.4,14.12,3.31,2.98,0.05,0.55,1.58,3.45,5.58,0.46,0.16,1.1,,99.76,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,SF-03,Flores,[27],72.73,13.6,2.14,1.93,0.04,0.25,1.01,3.32,5.37,0.27,0.06,0.9,,99.69,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VC-604,Arruda Câmara,[19],74.74,12.67,2.75,2.47,0.06,0.35,1.05,3.01,4.9,0.22,0.04,0.2,,99.99,,5.3,2.5,2,10,5.5,14.6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VF-05,Flores,[27],73.3,13.52,1.75,1.57,0.03,0.19,0.96,3.34,5.44,0.19,0.04,1.1,,99.86,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,G290-06,Picuí,[26],73.6,13.82,2.2,1.98,0.05,0.38,1.36,3.03,4.94,0.22,0.16,0.38,,100.14,35,5,4,,35,16,24,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,PAP03,Angicos,[17],70.17,14.52,2.64,2.38,0.02,0.54,1.51,3.29,5.39,0.41,0.12,0.54,,99.15,,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D04A,Serra da Macambira,[25],70.9,14.5,2.4,2.16,0.04,0.45,1.47,3.43,5.62,0.35,0.11,0.5,,99.77,,2.6,89.4,4,9,4.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP667A,Serra da Rajada,[5],71.9,14,2.29,2.06,0.05,0.18,1.39,3.34,5.48,0.17,0.1,0.46,,99.36,,4.3,3,,,5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MA-61,Caxexa,[22],71.65,14.51,2.5,2.25,0.04,0.37,1.43,3.3,5.45,0.19,0.11,0.34,,99.89,,6,,,28,,,,,,,,,219,,181,99,16,,45,,87,39,22,38,,,,,,,,,2,5.9,0.5,3.6,1.8,0.5,3.5,1.1,6.5,1.4,4.1,,3.6,,34.5
EHKCalcAlk,A15A,Serra do Caramuru,[16],69.16,14.4,3.25,2.92,0.05,0.63,1.67,3.47,5.74,0.49,0.17,0.7,,99.73,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP505A,Serra da Rajada,[5],75.1,13.7,2.27,2.04,0.05,0.26,1.3,3.22,5.33,0.17,0.04,0.21,,101.65,,2.2,1.6,,,1.5,16.4,,,,,,,247,,272,109,21,,50,,55,36,29,14,,,,,,,,,11,29,2.5,9.2,2.6,0.8,2.5,0.7,4.3,0.8,2.5,,2.5,,68.4
EHKCalcAlk,PAP10,Angicos,[17],71.29,14.41,2.18,1.96,0.02,0.48,1.6,3.19,5.29,0.27,0.08,0.32,,99.14,,,,,,,33.56,,,<0.3,<0.1,<0.05,2,328.2,0.78,2592,1513,22,1.86,5.97,5.59,184,9.09,14.2,1.58,,,,,,,,,42.7,71.4,9.18,35.3,6.6,0.63,5.06,0.82,3.83,0.93,1.91,0.41,1.9,0.99,181.66
EHKCalcAlk,AC-01A,Acari,[14],73.05,13.46,1.46,1.31,0.03,0.17,1.33,3.27,5.45,0.12,0.08,,,98.42,,,,,,,,,,<0.3,<0.1,<0.05,<1,582,3.48,986,143,29.6,4.69,20.6,8.5,332,29.47,55.3,4.96,,,,,,,,,236.5,393.9,42.01,137.5,18.5,1.96,9.14,1.53,6.66,1.34,2.85,0.58,2.6,1.14,856.21
EHKCalcAlk,DI-08,Dona Inês,[18],70.8,14.8,2.86,2.57,0.04,0.22,1.5,3.3,5.5,0.27,,,,99.29,34,3,,,14,35,49,43,,<0.3,<0.1,<0.05,2,379.3,2.18,1052,385,25.2,0.19,10.87,6.7,234,26.62,52,5.08,,,,,,,,,179.1,260.1,32.73,109.3,19.1,1.54,12.2,1.28,6.79,1.06,2.53,0.37,1.8,0.84,628.74
EHKCalcAlk,AP514A,Serra da Rajada,[5],72.3,13.9,2.16,1.94,0.05,0.25,1.19,3.3,5.5,0.12,0.03,0.32,,99.12,,2,1.3,,,1.4,11.8,,,<0.3,<0.1,0.53,<1,351.4,1.04,1366,226,27.3,0.26,9.43,10.51,414,4.97,56,1.98,,,,,,,,,207.9,342.1,36.4,121.3,16.3,1.51,7.96,0.69,3.88,0.6,1.27,0.19,0.8,0.13,741.03
EHKCalcAlk,D01,Serra da Macambira,[25],71.8,14.1,2.12,1.91,0.05,0.43,1.28,3.35,5.59,0.33,0.11,0.6,,99.76,,3.4,123.2,4,36,2,10,,,<0.3,<0.1,<0.05,<1,501.4,5.4,483,96,27.3,1.72,23.44,6.21,189,38.46,41.5,5.65,,,,,,,,,107.5,190.1,19.7,66.3,12.1,0.85,8.87,1.28,7.49,1.5,4.13,0.59,3.4,1.15,424.96
EHKCalcAlk,PAP01,Angicos,[17],74.71,14.13,0.92,0.83,0.01,0.1,1.06,3.29,5.51,0.08,0.05,0.31,,100.17,,,,,,,47.13,,,<0.3,<0.1,<0.05,<1,560.4,5.51,492,84,27.5,3.33,23.9,5.67,141,30.48,33.9,11.93,,,,,,,,,87.7,150.1,16.59,56.9,10.8,0.99,7.85,1.4,7.9,1.4,3.61,0.54,3.3,1.22,350.3
EHKCalcAlk,JC-21-08D,Serra de Joao do Vale,[7],73.7,13.8,2.41,2.17,0.03,0.36,1.44,3.15,5.28,0.32,0.08,0.61,,101.29,<10,2,5,3,15,33,23,50,<0.5,<0.3,<0.1,0.13,3,473.4,3.73,1141,246,27.1,3.56,18.39,7.73,467,27.41,45,6.62,,,,,,,,,158.3,266.4,26.96,89.9,12.5,1.46,8.48,1.2,5.31,1.18,2.81,0.51,2,0.94,577.95
EHKCalcAlk,RN-18,Serra Boa Vista,[23],74.02,13.46,2.24,2.02,0.04,0.31,1.03,3.19,5.35,0.16,0.05,0.09,0.2,100.14,,,,3,19.6,,,,,5.5,1.2,1.09,nd,203.7,1.64,975,145.1,21.5,0.84,21.28,6.82,251.3,20.44,50.1,3.89,,,,,,,,,127,204.4,23.35,79.7,12.7,1.18,9.99,0.96,4.91,0.8,1.99,0.14,1.5,0.16,468.78
EHKCalcAlk,MH-151A,Japi,[13],74.79,12.9,1.48,1.33,0.03,0.18,0.92,3.16,5.3,0.13,0.03,0.32,0.06,99.3,,3.4,,0.7,20,,,,,7,1269.6,<0.1,<0.5,258.5,4.5,548,99.6,22.1,3.9,38.8,5,173,22.8,46.8,9.8,,,,,,,,,76.3,137.2,15.32,45.6,8.24,0.92,6.22,0.88,4.82,0.79,2.18,0.27,1.63,0.23,300.6
EHKCalcAlk,VC-592,Capuxu,[19],72.72,14.11,2.21,1.99,0.04,0.32,1.49,3.23,5.42,0.21,0.06,0.1,,99.91,,8.8,2.4,2,12,5,7.4,39,,<0.3,<0.1,<0.05,<1,569.1,5.04,699,114,29.5,2.84,26.52,7.84,245,31.91,46.6,10.05,,,,,,,,,139.2,232.6,26.8,89.5,14.6,1.36,10.07,1.21,7.04,1.21,2.93,0.43,2.2,0.95,530.1
EHKCalcAlk,AP668A,Serra da Rajada,[5],74.8,14.1,2.13,1.92,0.05,0.18,1.24,3.29,5.55,0.16,0.04,0.3,,101.84,,5.8,4,,,5.9,13.8,,,<0.3,<0.1,<0.05,<1,727.3,2.66,636,105,27.9,5.01,16.65,5.05,151,23.99,30.5,9.9,,,,,,,,,91.3,144.8,17.59,55.4,9.6,2.33,7.48,1.82,5.58,1.55,2.66,0.88,2.1,1.33,344.42
EHKCalcAlk,DI-10,Dona Inês,[18],71.3,14.7,2.86,2.57,0.04,0.23,2.2,3.2,5.4,0.22,,,,100.15,,,,,,,,,,<0.3,<0.1,<0.05,1,380.9,1.92,973,301,25.1,0.88,8.16,6.46,210,14.25,32,3.37,,,,,,,,,105.4,171.2,18.76,62.3,10.4,1.1,6.59,0.93,5.11,0.81,2.12,0.37,1.5,0.84,387.43
EHKCalcAlk,SL-03C,Serra do Lima,[11],74.48,13,1.78,1.6,0.02,0.3,1.24,3.02,5.11,0.17,0.06,0.28,,99.46,,5,,,21,,,,,<0.3,<0.1,<0.05,2,418.3,2.41,768,149,25.6,1.25,17.46,6.42,225,16.97,34.4,3.35,,,,,,,,,85,134,15.25,48,8.1,0.9,6.32,0.82,5.44,0.94,2.13,0.37,1.8,0.86,309.93
EHKCalcAlk,VC-591,Capuxu,[19],72.12,14.25,2.41,2.17,0.03,0.37,1.69,3.15,5.33,0.25,0.07,0.2,,99.87,,5.2,2.8,2,14,5,9.3,40,,<0.3,<0.1,<0.05,<1,319.8,1.11,641,229,21.4,0.33,5.04,6.43,166,4.54,22.5,3.3,,,,,,,,,37.8,62.7,6.97,24.6,4.6,0.78,3.67,0.55,2.77,0.51,1.23,0.23,1.1,0.2,147.71
EHKCalcAlk,SF-25,Flores,[27],73.06,13.38,2.05,1.84,0.03,0.23,0.94,3.25,5.5,0.24,0.06,0.9,,99.64,,2,,,,,,,,5,409.5,,,232,1.9,984,211,19.7,4.9,52,10.6,418,55.3,29.8,7.4,5,<0.1,<0.5,<0.1,<0.1,0.08,<0.1,<0.5,119,248,25.5,88.6,13.8,1.84,10.7,1.75,9.28,1.82,5.7,0.87,5.61,0.85,533.32
EHKCalcAlk,MS-27B,Acari,[14],72.68,13.96,1.97,1.77,0.02,0.36,1.82,3.08,5.22,0.17,0.4,0.33,,100.01,,12,8,2,19,4,,28,,9,410.2,,,325,5.3,557,155,21.4,7.3,75.7,7.3,250,82.1,40.8,9,6,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,152,300,31.7,108,17.8,1.88,14.6,2.44,13.3,2.69,7.98,1.22,7.74,1.13,662.48
EHKCalcAlk,RN-19,Serra Boa Vista,[23],73.2,13.63,2.01,1.81,0.04,0.24,1.23,3.12,5.29,0.19,0.05,0.11,0.2,99.31,,,,1,24.3,,,,,3,471.5,,,216,1.6,738,191,17.3,2.7,30.1,9,301,29,28.1,5.2,4,<0.1,2,<0.1,<0.1,0.13,<0.1,<0.5,87.1,176,17.4,57.1,8.58,1.21,6.11,0.97,5.09,0.98,3.04,0.45,2.97,0.45,367.45
EHKCalcAlk,G282-31,Picuí,[26],74.96,13.01,2.09,1.88,0.04,0.25,0.84,3.22,5.48,0.1,0.12,0.02,,100.13,,13,3,,14,29,66,45,,2,314,,,229,1.9,722,182,15.9,3,30.8,7.4,255,39.4,51.5,9.7,3,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,121,238,24.3,81.4,11.7,1.45,8.67,1.31,6.83,1.3,3.69,0.55,3.57,0.5,504.27
EHKCalcAlk,SF-38,Flores,[27],72.74,13.73,1.68,1.51,0.04,0.17,1.16,3.32,5.68,0.2,0.03,0.9,,99.65,,2,,,,,,,,10,456.5,,,274,2.5,551,142,17.7,7.2,54.4,8.5,262,55.9,46.4,12.8,6,<0.1,0.7,<0.1,<0.1,*,<0.1,<0.5,96.1,197,20.1,69.4,11.8,1.31,9.25,1.61,9.44,1.83,5.85,0.91,5.82,0.88,431.3
EHKCalcAlk,A1A,Serra do Caramuru,[16],72.13,13.6,2.66,2.39,0.03,0.42,0.95,3.16,5.41,0.36,0.11,0.9,,99.73,,,,4,,,,,,6,649.4,,,276,2.3,580,152,16.6,4.5,44.3,6.9,228,45.5,45,18.1,5,<0.1,0.7,<0.1,<0.1,<0.01,<0.1,<0.5,82.5,163,17.2,58.4,9.87,1.21,8.23,1.34,7.24,1.48,4.19,0.67,4.45,0.72,360.5
EHKCalcAlk,PAP08,Angicos,[17],71.77,14.24,2.03,1.83,0.02,0.39,1.28,3.25,5.58,0.27,0.08,0.33,,99.23,,,,,,,33.04,,,2,434.4,,,84.6,0.6,1123,547,18.2,6,45.2,8.9,280,45.1,52.7,15,6,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,90.9,187,18.9,63.3,9.53,1.34,7.49,1.26,6.94,1.47,4.45,0.74,5.2,0.76,399.28
EHKCalcAlk,VC-593,Capuxu,[19],72.73,13.86,2.32,2.09,0.04,0.32,1.49,3.18,5.48,0.22,0.06,0.2,,99.9,,9.7,2.6,2,11,6.2,9.7,41,,4,481.6,,,273,3.1,572,137,17.1,7,42,5.8,206,48,42.7,12.5,4,<0.1,<0.5,<0.1,<0.1,*,<0.1,<0.5,65,143,14.5,50.4,8.89,1.04,7.84,1.34,7.21,1.5,4.64,0.75,5.13,0.75,311.99
EHKCalcAlk,VF-04A,Flores,[27],71.52,13.72,2.15,1.93,0.03,0.27,1.32,3.3,5.69,0.42,0.06,1.3,,99.78,,71,,,,,,,,6,496.8,,,291,2.9,552,115,18.2,5.3,49.9,7.7,257,35.2,27.9,8,6,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,50.5,120,11.6,38,6.82,0.94,5.76,1.01,5.78,1.16,3.66,0.6,4.09,0.63,250.55
EHKCalcAlk,SF-26,Flores,[27],72.15,13.79,2.16,1.94,0.03,0.28,1.04,3.33,5.75,0.31,0.07,0.7,,99.61,,2,,,,,,,,6,455.5,,,297,3.5,499,123,17.3,5.2,45.6,6.8,211,43.5,65.3,11,5,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,86.1,167,17.6,61.5,9.79,1.06,7.76,1.29,7.24,1.45,4.37,0.7,4.81,0.73,371.4
EHKCalcAlk,AP509A,Serra da Rajada,[5],73.2,13.1,2.22,2,0.05,0.24,1.16,3.05,5.27,0.15,0.04,0.46,,98.94,,1.7,1.6,,,1.7,12.3,,,6,508.5,,,348,3.1,288,82,16.4,4.6,32,4.7,121,31.4,49.6,21.9,7,<0.1,1.1,<0.1,<0.1,0.14,<0.1,<0.5,39.9,87.3,8.3,27.5,4.8,0.57,3.83,0.72,3.89,0.84,2.7,0.39,2.55,0.39,183.68
EHKCalcAlk,MS-27C,Acari,[14],70.45,13.94,1.91,1.72,0.02,0.32,1.77,3.12,5.4,0.14,0.12,,,97.19,,,,,,,,,,3,250.6,,,160,2,2157,996,17.4,2.7,38.7,8.3,304,34,18.8,6.4,3,<0.1,0.9,<0.1,<0.1,<0.01,<0.1,<0.5,86.3,190,20.6,75.5,11.4,2.37,8.53,1.22,6.26,1.12,3.34,0.49,3.08,0.46,410.67
EHKCalcAlk,A37A,Tapuio,[16],75.4,12.45,1.66,1.49,0.03,0.25,1.02,2.99,5.19,0.19,0.04,0.7,,99.92,,,,1,,,,,,3,619.9,,,307,2.3,387,109,16.3,4.5,32.8,6,179,34.7,58.3,28,6,<0.1,1.3,<0.1,<0.1,*,<0.1,<0.5,63.9,132,13.2,43.4,7.6,0.8,5.75,0.97,5.35,1.03,3.28,0.53,3.71,0.57,282.09
