Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
PHKCalcAlk,T-83,Tourão,[11],74.62,13.84,1.9,1.71,0.03,0.33,1.27,3.3,5.14,0.25,0.06,,,100.74,,,,,,,,,,,,,,287,,,242,,,24,,221,29,,,,,,,,,,,173.2,308.4,38.36,128.5,22.2,3.15,16.35,2.14,13.12,2.43,7.15,0.83,6.5,1.35,723.68
PHKCalcAlk,T-178,Tourão,[11],64.13,14.79,7.37,6.63,0.12,1.13,3.24,3.86,4.44,0.98,0.31,,,100.37,,,,,,,,,,,,,,163,,,368,,,31,,438,48,,,,,,,,,,,164.4,322.1,34.44,113.8,17.6,3.15,11.13,1.83,9.98,1.83,5.19,0.82,5.38,0.74,692.39
PHKCalcAlk,T-124B,Tourão,[11],64.19,15.13,5.05,4.54,0.06,0.93,2.66,3.27,5.8,0.81,0.32,0.5,,98.72,,,,,,,,,,,,,,193,,1546,380,19,,27,,415,37,17,,,,,,,,,,180.4,313.9,34.63,113.7,18.5,2.3,12.98,1.72,11.35,2.25,6.25,0.82,5.6,0.84,705.24
PHKCalcAlk,T-84,Tourão,[11],68.15,14.8,4.84,4.36,0.06,0.96,2.39,3.28,5.02,0.8,0.24,,,100.54,,,,,,,,,,,,,,274,,,360,,,31,,350,26,,,,,,,,,,,101,150,20.6,73.3,12.9,1.93,9.72,1.64,9.7,1.9,4.83,0.81,5.2,0.78,394.31
PHKCalcAlk,T-126,Tourão,[11],71.98,13.88,2.05,1.84,0.03,0.31,1.22,3.45,5.48,0.24,0.08,,,98.72,,,,,,,,,,,,,,363,,,238,,,22,,271,20,,,,,,,,,,,227.3,395.1,42.67,145.6,23.3,3.19,15.54,2.05,12.72,2.44,6.31,0.8,5.6,0.93,883.55
PHKCalcAlk,T-09,Tourão,[11],72.03,13.63,1.87,1.68,0.03,0.24,1.27,3.24,5.41,0.17,0.12,0.51,,98.52,,,,,,,,,,,,,,319,,568,165,17,,17,,175,18,40,,,,,,,,,,175.8,301,32.88,113.1,17.5,2.63,11.73,1.55,10.86,1.96,5.45,0.77,4.8,0.65,680.68
PHKCalcAlk,T-50,Tourão,[11],72.14,13.61,2.43,2.19,0.02,0.34,1.41,3.16,5.33,0.27,0.28,0.69,,99.68,,,,,,,,,,,,,,327,,866,226,,,22,,226,27,25,,,,,,,,,,161.3,272.5,30.66,110.6,17.9,2.6,12.13,1.58,10.55,2.09,5.43,0.76,5,0.84,633.94
PHKCalcAlk,T-78,Tourão,[11],72.27,13.91,2.15,1.93,0.02,0.15,1.18,3.27,5.41,0.24,0.13,0.95,,99.68,,,,,,,,,,,,,,325,,892,208,23,,21,,228,22,36,,,,,,,,,,237.2,400.6,44.31,139,20.3,2.43,12.21,1.72,10.89,2,5.45,0.75,5.1,0.71,882.67
PHKCalcAlk,T-137,Tourão,[11],72.76,13.84,2.05,1.84,0.04,0.31,1.31,3.55,5.3,0.25,0.07,,,99.48,,,,,,,,,,,,,,332,,,205,,,26,,267,23,,,,,,,,,,,113.3,206.9,20.29,62.3,9.5,1.39,7,1.16,6.91,1.46,4.71,0.72,4.31,0.69,440.64
PHKCalcAlk,T-76,Tourão,[11],74.96,14.32,1.5,1.35,0.03,0.24,1.14,3.6,5.43,0.2,0.06,,,101.48,,,,,,,,,,,,,,358,,,198,,,22,,225,23,,,,,,,,,,,108.9,214.4,22.11,73.5,11.44,1.49,8.8,1.39,7.57,1.51,4.8,0.7,4.42,0.66,461.69
PHKCalcAlk,C-135,Caraúbas,[11],66.59,14.56,4.48,4.03,0.06,0.86,2.27,3.16,5.4,0.6,0.29,0.39,,98.66,,,,,,,,,,,,,,269,,1156,332,22,,23,,383,33,33,,,,,,,,,,204.9,332.2,38.34,130.4,20.8,2.96,14.5,1.8,11,2.15,5.5,0.68,5,0.68,770.91
PHKCalcAlk,C-79,Caraúbas,[11],69.57,13.88,3.94,3.55,0.05,0.68,2,3.22,4.8,0.54,0.26,0.37,,99.31,,,,,,,,,,,,,,249,,911,256,21,,22,,326,34,36,,,,,,,,,,165,314.1,30.89,103.8,15.6,2.15,10.1,1.63,8.01,1.5,4.05,0.68,3.42,0.58,661.51
PHKCalcAlk,C-82,Caraúbas,[11],69.4,13.91,3.29,2.96,0.04,0.51,1.67,3.25,5.12,0.43,0.22,0.64,,98.48,,,,,,,,,,,,,,270,,830,249,19,,23,,285,36,42,,,,,,,,,,152.5,257.6,29.9,103.6,17.3,2.74,11.17,1.6,10.28,1.86,4.88,0.65,4.1,0.51,598.69
PHKCalcAlk,C-189,Caraúbas,[11],73.04,14.2,2.35,2.11,0.05,0.4,1.34,3.42,5.21,0.32,0.11,,,100.44,,,,,,,,,,,,,,360,,,198,,,34,,287,29,,,,,,,,,,,,257,27.4,89.9,13.85,1.87,11.1,1.57,8.61,1.58,4.35,0.62,3.54,0.48,421.87
PHKCalcAlk,C-284,Caraúbas,[11],67.15,14.6,4.66,4.19,0.06,0.88,2.41,3.25,5.32,0.69,0.28,0.28,,99.58,,,,,,,,,,,,,,272,,1099,325,23,,24,,339,37,32,,,,,,,,,,271.4,327.8,46.17,140.3,19.7,3.19,12.65,1.71,8.4,1.43,3.94,0.56,3.13,0.51,840.89
PHKCalcAlk,C-134,Caraúbas,[11],68.3,14.11,4.17,3.75,0.05,0.8,2.45,3.2,5.01,0.6,0.4,0.53,,99.62,,,,,,,,,,,,,,247,,1097,320,,,26,,344,44,24,,,,,,,,,,141.9,256.7,24.73,74,11.8,1.43,7.59,1.3,6.65,1.27,3.58,0.54,3.16,0.51,535.16
PHKCalcAlk,P-268,Prado,[11],68.31,14.58,3.29,2.96,0.04,0.64,1.77,3.39,5.34,0.45,0.24,0.38,,98.43,,8,,,19,,,,,,,,,192,,1444,389,20,,19,,290,13,23,,,,,,,,,,206.4,387.5,38.33,119.6,17.2,2.82,10.11,1.53,7.83,1.32,3.64,0.52,3.16,0.52,800.48
PHKCalcAlk,P-254,Prado,[11],68.65,14.38,3.59,3.23,0.05,0.68,1.92,3.45,5.09,0.53,0.26,0.33,,98.93,,6,,,23,,,,,,,,,228,,1107,319,21,,23,,333,20,28,,,,,,,,,,136.9,258.1,27.04,88,13.3,1.81,8.24,1.35,6.88,1.15,3.37,0.5,2.9,0.46,550
PHKCalcAlk,P-253A,Prado,[11],68.22,15.29,3.84,3.46,0.03,0.73,2.01,3.44,5.3,0.58,0.24,0.32,,100,,3.6,,,26.7,,,,,,,,,180,,1427,392,24.4,,20.2,,348,13.2,19.8,,,,,,,,,,80,155,16.5,57.8,9.13,1.5,6.77,1.06,5.58,1.01,2.93,0.48,2.84,0.44,341.04
PHKCalcAlk,P-255,Prado,[11],68.34,15.33,3.69,3.32,0.04,0.67,1.94,3.41,5.55,0.53,0.23,0.59,,100.32,,6.6,,,40.2,,,,,,,,,219,,1305,361,23.1,,19.1,,314,14.6,21.3,,,,,,,,,,111.3,221.1,21.33,69.7,10.19,1.44,7.02,1.07,5.63,1.04,3.05,0.47,3.24,0.51,457.09
PHKCalcAlk,P-307,Prado,[11],68.85,15.56,3.12,2.81,0.03,0.51,1.61,3.47,5.85,0.38,0.17,0.42,,99.97,,5.5,,,33.2,,,,,,,,,249,,1118,309,24.2,,18.7,,267,15.7,22.6,,,,,,,,,,,174.5,18.9,62,8.74,1.96,7.98,1.04,5.68,1.09,2.85,0.45,2.33,0.37,287.89
PHKCalcAlk,P-318D,Prado,[11],74.07,13.7,1.87,1.68,0.02,0.35,1.29,3.8,4.76,0.3,0.08,,,100.24,,,,,,,,,,,,,,176,,,296,,,13,,212,9,,,,,,,,,,,247,446.6,45.21,135.7,18.1,1.52,9.49,1.43,6.6,1.08,2.99,0.44,2.63,0.38,919.17
PHKCalcAlk,SL-160C,Serra do Lima,[11],71.65,14.4,2.46,2.21,0.04,0.43,1.31,3.77,5.31,0.35,0.1,,,99.82,,,,,,,,,,,,,,342,,,263,,,27,,324,34,,,,,,,,,,,69.08,108,11.9,42.7,7.43,1.36,6.01,0.94,5.45,0.98,2.77,0.44,2.77,0.44,260.27
PHKCalcAlk,SL-153F,Serra do Lima,[11],72.47,14.04,4.32,3.89,0.06,0.45,1.83,4.03,4.54,0.48,0.11,,,102.33,,,,,,,,,,,,,,171,,,139,,,24,,385,52,,,,,,,,,,,58.9,107.9,11.65,36.9,6,0.71,4.12,0.77,4.39,0.94,2.79,0.44,2.72,0.41,238.64
PHKCalcAlk,SL-150B,Serra do Lima,[11],76.09,11.32,2.22,2,0.03,0.25,1.12,2.77,4.47,0.27,0.13,0.12,,98.79,,5,,,9,,,,,,,,,169,,483,119,15,,14,,155,41,18,,,,,,,,,,191.2,348.8,33.54,98.9,13.3,1.72,7.34,1.15,5.13,0.91,2.48,0.37,2.06,0.32,707.22
PHKCalcAlk,SL-02A,Serra do Lima,[11],64.67,15.51,6.05,5.44,0.12,0.99,3.33,3.53,4.43,0.06,0.3,0.43,,99.42,,9,,,52,,,,,,,,,203.3,,1258.6,309.7,,,41.5,,373,53.1,,,,,,,,,,,59.9,114.3,11.42,34.5,6,0.67,3.86,0.64,3.97,0.77,2.25,0.36,2.06,0.33,241.03
PHKCalcAlk,VC-635,Catolé do Rocha,[20],66.12,14.98,5.02,4.52,0.06,0.92,2.31,3.37,5.82,0.75,0.29,0.1,,99.74,,9.9,6.8,6,31,13.2,9,68,,,1.3,3.3,,230.7,1.3,1247.6,303.5,21.6,1.9,33.2,13.6,551.6,44.7,32.7,2,,,,,,,,,,223,22.5,72.6,9.82,2.3,6.94,1.02,5.01,0.98,2.31,0.32,1.86,0.34,349
PHKCalcAlk,VC-180,Catolé do Rocha,[20],67.9,14.73,4.56,4.1,0.05,0.52,1.7,3.43,5.94,0.54,0.15,0.3,,99.82,,4.4,4.9,4,13,8.7,12,67,,,0.1,1.8,,261.2,0.8,794.6,167.4,21.2,1.4,29.3,12.6,481.1,39.8,40.5,3,,,,,,,,,74,117,,51,8,2,6,0.62,,,,0.29,2,0.27,261.18
PHKCalcAlk,VC-168,Catolé do Rocha,[20],69.79,14.57,3.25,2.92,0.05,0.44,1.06,3.59,6.2,0.4,0.12,0.4,,99.87,,4.9,3.9,3,17,5.9,13,47,,,0.1,1.8,,304.7,1.1,880.9,188.6,20.6,2.1,31.4,8.3,315.4,58.1,38.3,3.3,,,,,,,,,69.1,137.5,12.97,40.5,5.7,0.74,3.4,0.59,3.04,0.58,1.82,0.29,1.8,0.3,278.33
PHKCalcAlk,VC-630B,Catolé do Rocha,[20],69.79,14.27,3.86,3.47,0.05,0.5,1.37,3.21,5.94,0.47,0.13,0.2,,99.79,,4.3,4.5,5,18,10.1,12.4,63,,,0.1,1.4,,227.1,0.5,1004.3,233,18.3,0.7,23,12.5,469.6,33.4,55.9,1.2,,,,,,,,,89.78,149,16.84,52.68,7.09,1.73,5.14,0.6,3.22,0.55,1.45,0.19,1.18,0.19,329.64
PHKCalcAlk,VC-634,Catolé do Rocha,[20],62.41,16.65,5.89,5.3,0.09,0.61,2.78,3.74,6.46,0.67,0.21,0.1,,99.61,,9,5.3,8,13,11,8.3,77,,,0.3,6.1,,181.8,0.5,1822.8,349.2,23.8,1.9,44.6,21.4,913.8,56.8,24.1,2.1,,,,,,,,,147.8,240.8,25.49,82.3,8.49,1.19,4.95,0.67,2.93,0.44,1.23,0.15,1.08,0.18,517.7
PHKCalcAlk,VC-631,Catolé do Rocha,[20],66.83,15.41,4,3.6,0.04,0.85,2.27,3.65,6.16,0.57,0.15,0.1,,100.03,,6.2,6.6,6,37,9.3,5.8,44,,,0.3,1.1,,191.2,0.4,1547.1,392.3,18.6,0.5,14.8,10,384.8,27.3,35.8,1.2,,,,,,,,,59.85,100.1,11.56,41.33,7.03,1.96,4.59,0.58,2.62,0.43,1,0.09,0.57,0.09,231.8
PHKCalcAlk,VC-177A,Catolé do Rocha,[20],66.97,15.53,4.34,3.91,0.07,0.19,1.81,3.79,6.59,0.39,0.09,0.1,,99.87,,9,1.5,7,0,7.7,7.5,62,,,0.4,3.9,,162.2,0.3,1610.4,234.8,22.1,1.3,36.4,16.7,676.7,39.1,39.5,2,,,,,,,,,84.2,146.6,,68.1,14,2.37,15.32,,14.01,2.7,8.54,,7.7,1.1,364.64
PHKCalcAlk,VC-626,Catolé do Rocha,[20],67.73,15.31,3.51,3.16,0.06,0.1,1.6,3.79,6.76,0.29,0.06,0.6,,99.81,,6,1,5,0,6.4,2.9,29,,,0.1,5.3,,159.9,0.1,950.7,156.6,21,0.9,28.6,12.6,561.9,45.1,28.5,1.3,,,,,,,,,82.98,168.31,,65.58,12.2,2.18,10.74,,6.73,,3.09,,2.39,0.4,354.6
PHKCalcAlk,VC-633,Catolé do Rocha,[20],70.55,14.39,3.47,3.12,0.05,0.09,1.41,3.19,6.31,0.25,0.03,0.1,,99.84,,4.9,0.9,3,0,7.9,9.1,42,,,0.6,4.4,,178.7,0.4,576.3,109,22.9,1.2,32.4,12.1,437.4,33.1,19.6,2.1,,,,,,,,,104.92,201.21,,70.67,12.19,1.97,9.38,,6.24,,3.17,,2.74,0.42,412.91
PHKCalcAlk,VC-643,Catolé do Rocha,[20],73.89,13.61,2.03,1.83,0.03,0.19,0.83,3.23,6.02,0.17,0.05,0.1,,100.15,,9.3,1.7,1,5,5.4,11.1,32,,,0.1,3.3,,311.6,0.8,392.9,106.8,17.2,0.8,19.1,5.2,166.7,22.7,48.2,6.1,,,,,,,,,182.26,306.91,,85.89,11.41,1.89,8.59,,3.61,,1.63,,1.21,0.26,603.66
PHKCalcAlk,VC-642,Catolé do Rocha,[20],73.97,13.26,1.93,1.74,0.03,0.2,0.93,3.33,5.51,0.17,0.03,0.6,,99.96,,3.4,1.7,1,6,3.7,5.9,29,,,0.1,1,,393.1,2,356.6,99.3,19.2,1.5,22.8,5.4,160.4,33.1,46.8,5.7,,,,,,,,,120.02,219.66,,65.78,9.57,1.88,7.66,,3.73,,1.65,,1.39,0.2,431.54
PHKCalcAlk,VC-641,Catolé do Rocha,[20],75.12,12.44,2.36,2.12,0.03,0.23,0.77,3.09,5.21,0.23,0.06,0.4,,99.94,,11.6,2.4,1,8,7,5.4,34,,,0.2,4.3,,267.6,1,447.8,94.5,17.1,1.2,19.4,6.3,204.7,18.4,47,3.5,,,,,,,,,111.8,209.84,,69.98,11.4,1.88,8.74,,5.59,,2.79,,2.44,0.44,424.9
PHKCalcAlk,ED-163A,SJEspinharas,[14],62.35,14.17,5.66,5.09,0.07,3.7,3.84,3.37,5.07,0.64,0.64,0.88,,100.39,,80,18,13,91,40,82,,,,,,,125,,2789,1234,11,,6,,203,16,5,,,,,,,,,,130.7,196.8,,70.8,9,1.83,6.25,,2.81,0.46,0.74,,0.8,0.06,420.25
PHKCalcAlk,SN-22C,SJEspinharas,[14],63.09,14.53,5.2,4.68,0.08,3.13,3.59,3.25,4.77,0.81,0.36,1.07,,99.88,,69,18,10,94,19,66,,,,,,,196,,1419,538,22,,23,,343,21,19,,,,,,,,,,94.56,183.09,,64.98,11.95,1.83,8.9,,7.17,,3.57,,3.15,0.41,379.61
PHKCalcAlk,ED-157,SJEspinharas,[14],64.56,14.23,4.58,4.12,0.05,2.87,3.04,3.7,4.55,0.5,0.48,0.79,,99.35,,68,16,10,78,37,83,,,,,,,136,,2281,1041,13,,13,,162,21,5,,,,,,,,,,102.73,172.5,,55.13,8.13,1.78,5.86,,2.73,,1.22,,0.88,0.17,351.13
PHKCalcAlk,HV-81D,SJEspinharas,[14],67.84,15.58,2.63,2.37,0,0.85,2.02,3.85,5.58,0.48,0.2,0.49,,99.52,,11,5,3,5,17,68,,,,,,,150,,1782,510,5,,5,,306,5,8,,,,,,,,,,112.87,210.82,,70.58,11.8,1.76,8.83,,5.6,,2.79,,2.55,0.47,428.07
PHKCalcAlk,RS4-03,SJEspinharas,[3],62.5,13.43,5.15,4.63,0.15,4.72,3.77,3.21,5.02,0.61,0.58,,,99.14,191,73,,12,101,10,,60,,,,,,118,,2758,1131,,,10,,314,36,,,,,,,,,,,106.93,195.76,,66.61,11.52,1.74,8.73,,6.02,,2.96,,2.44,0.4,403.11
PHKCalcAlk,RS4-02,SJEspinharas,[3],64.67,13.52,4.73,4.26,0.15,4.29,3.42,3.46,4.91,0.54,0.47,,,100.16,192,65,,12,88,,,61,,,,,,133,,2540,1171,,,8,,320,38,,,,,,,,,,,103.3,180.82,,61.34,9.59,1.73,7.09,,3.52,,1.67,,1.37,0.26,370.69
PHKCalcAlk,RS4-01,SJEspinharas,[3],65.12,13.95,4.06,3.65,0.16,3.62,3.07,3.53,4.89,0.47,0.41,,,99.28,154,47,,13,70,,,56,,,,,,118,,2589,1096,,,16,,318,45,,,,,,,,,,,39.95,81.19,,34.41,6.47,1.72,4.25,,2.7,,1.27,,1.07,0.15,173.18
PHKCalcAlk,RS4-13,SJEspinharas,[3],65.17,13.94,4.13,3.72,0.16,3.47,2.99,3.01,5.22,0.57,0.24,,,98.9,141,74,13,7,79,,,54,,2,,,,140,2,1679,624,56,1,21,7,440,52,,1,,,,,,,,,43.65,85.28,,30.11,6.05,1.55,4.47,,3.03,,1.72,,1.65,0.22,177.73
PHKCalcAlk,MS-253B,Acari,[14],64.68,16.14,3.5,3.15,0.04,1.2,2.87,3.89,5.12,0.54,0.29,0.58,,98.85,,22,< 5,5,49,18,,55,,,,,,133,,1682,516,18,,18,,286,10,20,,,,,,,,,,80.75,143.79,,46.03,7.27,1.54,4.68,,2.53,,1.27,,1.01,0.15,289.02
PHKCalcAlk,ED-128,Acari,[14],66.62,15.35,3.75,3.37,0.03,0.93,2.47,3.64,5.08,0.51,0.34,0.84,,99.56,,12,5,4,53,30,,65,,,,,,140,,1674,416,4,,4,,280,14,17,,,,,,,,,,110.93,196.02,,58.42,8.58,1.53,6.33,,3.07,,1.5,,1.23,0.26,387.87
PHKCalcAlk,AC-11C,Acari,[14],66.89,15.51,3.32,2.99,0.05,0.96,2.32,3.79,4.99,0.45,0.24,0.92,,99.44,,16,5,7,43,10,,57,,,,,,222,,1154,277,18,,37,,276,22,35,,,,,,,,,,93.18,166.4,,50.35,7.83,1.52,4.76,,2.63,,1.22,,0.97,0.14,329
PHKCalcAlk,AC-101,Acari,[14],70.24,14.42,3.08,2.77,0.04,0.83,2.04,3.44,4.87,0.48,0.25,0.68,,100.37,,14,4,5,26,14,,52,,,,,,160,,1161,308,14,,16,,280,18,20,,,,,,,,,,79.38,147.79,,54.59,9.01,1.48,5.83,,4.17,,2.15,,1.92,0.29,306.61
PHKCalcAlk,AC-124A,Acari,[14],70.59,14.43,2.45,2.2,0.02,0.53,1.86,3.22,5.25,0.28,0.16,0.47,,99.26,,11,4,3,25,6,,44,,,,,,213,,1244,236,17,,16,,231,19,42,,,,,,,,,,97.79,172.65,,57.63,10.35,1.36,8.9,,6.59,,3.29,,2.56,0.43,361.55
PHKCalcAlk,AC-7C,Acari,[14],70.82,13.82,2.24,2.02,0.02,0.53,1.66,3.33,5.16,0.3,0.17,0.77,,98.82,,12,5,2,17,9,,39,,,,,,148,,901,247,< 5,,10,,163,7,12,,,,,,,,,,99.82,173.12,,53.73,8.44,1.34,5.86,,3.07,,1.59,,1.39,0.25,348.61
PHKCalcAlk,AC-7B,Acari,[14],71.12,14.08,2.32,2.09,0.03,0.53,1.64,3.5,5.25,0.29,0.17,0.74,,99.67,,15,5,2,8,23,,42,,,,,,164,,859,239,4,,5,,161,7,22,,,,,,,,,,67.35,124.53,,38.65,6.79,1.32,4.95,,2.87,,1.46,,1.26,,249.18
PHKCalcAlk,ED-131,Acari,[14],71.32,13.93,2.45,2.2,0.02,0.46,1.75,3.42,4.98,0.29,0.25,0.79,,99.66,,8,4,2,40,22,,48,,,,,,153,,827,261,4,,5,,186,8,24,,,,,,,,,,68.68,123.72,,39.3,6.12,1.3,3.73,,2.06,,1.07,,0.83,0.13,246.94
PHKCalcAlk,ED-135,Acari,[14],71.44,14.1,2.61,2.35,0.03,0.43,1.47,3.17,5.87,0.35,0.26,0.74,,100.47,,7,4,3,40,27,,48,,,,,,237,,1260,324,12,,4,,250,14,20,,,,,,,,,,95.44,164.24,,49.37,7.2,1.29,4.02,,2.16,,0.98,,0.73,0.15,325.58
PHKCalcAlk,AC-123A,Acari,[14],71.84,14.17,2.12,1.91,0.03,0.4,1.67,3.29,5.16,0.22,0.15,0.47,,99.52,,15,4,3,21,8,,46,,,,,,249,,970,189,17,,15,,185,21,50,,,,,,,,,,85.27,151.23,,49.31,8.03,1.26,5.67,,3.62,,1.87,,1.7,0.33,308.29
PHKCalcAlk,MS-122D,Acari,[14],72.34,13.42,2.15,1.93,0.04,0.43,1.45,3.18,5.19,0.24,0.13,0.49,,99.06,,22,5,3,20,15,,51,,,,,,245,,693,156,16,,23,,180,15,47,,,,,,,,,,98.01,148.22,,48.96,8.28,1.22,5.69,,3.73,,1.89,,1.65,0.21,317.86
PHKCalcAlk,ED-136,Acari,[14],74.82,12.64,1.91,1.72,0.01,0.24,0.97,3.4,4.55,0.2,0.2,0.83,,99.77,,7,4,1,33,25,,38,,,,,,167,,338,114,13,,19,,143,8,20,,,,,,,,,,78.11,131.28,,39.28,6.44,1.19,4.06,,2.39,,1.22,,0.97,0.15,265.09
PHKCalcAlk,AC-06,Acari,[14],68.8,14.46,2.72,2.45,0.03,0.76,2.08,3.7,4.65,0.39,0.2,0.88,,98.67,,,,,,,,,,,,,,185,,1009,298,5,,8,,211,8,24,,,,,,,,,,84.29,145.79,,45.48,7.85,1.18,5.59,,3.28,,1.64,,1.48,,296.58
PHKCalcAlk,AC-9D,Acari,[14],69.19,14.6,2.45,2.2,0.03,0.63,2.02,3.72,4.66,0.32,0.19,0.72,,98.53,,,,,,,,,,,,,,147,,1098,349,15,,10,,165,5,14,,,,,,,,,,72.13,129.54,,41.4,7.04,1.18,5.13,,3.47,,1.79,,1.54,,263.22
PHKCalcAlk,MS-124B,Acari,[14],70.21,14.28,2.37,2.13,0.03,0.51,1.79,3.25,5.2,0.25,0.15,0.55,,98.59,,,,,,,,,,,,,,218,,1178,228,17,,16,,214,14,42,,,,,,,,,,83.19,151.8,,48.37,8.44,1.17,5.33,,3.82,,2.17,,2.03,0.29,306.61
PHKCalcAlk,AC-7C,Acari,[14],70.82,13.82,2.24,2.02,0.02,0.53,1.66,3.33,5.16,0.3,0.17,0.77,,98.82,,,,,,,,,,,,,,148,,901,247,5,,10,,163,7,12,,,,,,,,,,80.86,150.38,,49.59,6.89,1.13,3.17,,1.1,,0.56,,0.33,0.06,294.07
PHKCalcAlk,MS-122A,Acari,[14],71.87,13.51,2,1.8,0.04,0.36,1.5,3.34,4.85,0.22,0.12,0.55,,98.36,,,,,,,,,,,,,,234,,648,155,17,,22,,157,17,38,,,,,,,,,,22.59,47.13,,21.58,3.58,1.06,2.79,,2.52,0.52,1.41,,1.06,0.16,
PHKCalcAlk,ED-112,Totoró,[14],65.35,15.08,4.48,4.03,0.04,1.62,2.95,3.72,4.41,0.58,0.32,1.02,,99.57,,25,9,7,64,23,,63,,,,,,123,,1494,459,4,,4,,260,15,10,,,,,,,,,,68.8,105,,34.2,4.8,1.03,2.59,,2,0.33,0.86,,0.91,0.12,220.64
PHKCalcAlk,ED-114,Totoró,[14],66.4,15.21,3.75,3.37,0.03,1.31,2.83,4.09,4.08,0.48,0.3,1.11,,99.59,,19,7,6,54,31,,68,,,,,,124,,1236,449,16,,5,,209,12,12,,,,,,,,,,91.46,163.44,,52.29,8.08,1,4.55,,2.8,,1.32,,1.15,0.18,326.27
PHKCalcAlk,ED-110B,Totoró,[14],70.25,14.03,3.33,3,0.03,0.83,1.53,3.64,4.58,0.4,0.26,0.79,,99.67,,14,5,6,43,23,,58,,,,,,148,,828,226,17,,5,,222,22,18,,,,,,,,,,68.1,102.6,,39.3,5.5,0.99,3.62,,2.63,0.31,1.13,,0.8,0.12,225.1
PHKCalcAlk,RC-1,Barcelona,[4],72.6,14.4,2.1,1.89,0.04,0.57,1.4,3.4,5.3,0.19,0.07,0.8,,100.87,222,5.9,,,24,6.9,57,25,,,,,,270,,524,168,25,,22,,155,15,,,,,,,,,,,73.55,135.12,,43.94,7.3,0.99,5.07,,3.08,,1.58,,1.37,0.28,272.28
PHKCalcAlk,RC-4,Barcelona,[4],70,15.5,3.1,2.79,0.05,0.91,2.8,3.8,3.6,0.43,0.16,0.56,,100.91,159,10,,,33,11,49,52,,,,,,93,,668,334,28,,20,,66,9.1,,,,,,,,,,,53.6,82,,31.1,5.5,0.94,3.75,,2.31,0.35,0.96,,0.6,0.08,181.19
PHKCalcAlk,RC-5,Barcelona,[4],69,15.8,3.1,2.79,0.04,0.92,2.6,3.7,4.5,0.46,0.14,0.58,,100.84,182,9.5,,,33,12,54,52,,,,,,138,,712,280,27,,25,,81,9.7,,,,,,,,,,,17.75,37.82,,17.38,3.16,0.93,2.27,,2.11,0.42,1.19,,0.95,0.14,
PHKCalcAlk,RC-7,Barcelona,[4],66.7,16,3.6,3.24,0.05,1.4,3.3,4.2,3.9,0.62,0.21,0.75,,100.73,151,18,,,45,23,47,43,,,,,,75,,874,367,26,,26,,22,14,,,,,,,,,,,59.74,108.5,,38.21,3.99,0.88,2.37,,1.19,0.19,0.3,,0.25,0.06,215.69
PHKCalcAlk,RC-10,Barcelona,[4],69.6,14.8,3.3,2.97,0.04,0.88,2.5,3.6,3.9,0.47,0.14,0.65,,99.88,,,,,,,,,,,,,,110,,,,27,,23,,,,,,,,,,,,,,50.1,81,,30.6,5.5,0.84,4.68,,2.54,0.37,1.08,,0.9,0.13,177.74
PHKCalcAlk,RC-13,Barcelona,[4],70.1,14.6,2.8,2.52,0.03,0.75,2,3.3,4.9,0.35,0.12,0.58,,99.53,193,8.4,,,30,11,54,39,,,,,,122,,688,220,23,,17,,62,8.2,,,,,,,,,,,52.05,88.27,,26.25,4.07,0.81,2.5,,1.37,,0.69,,0.57,0.07,176.65
PHKCalcAlk,RC-16,Barcelona,[4],70.1,15,3,2.7,0.04,0.83,2.5,3.8,4.1,0.41,0.12,0.84,,100.74,205,9.6,,,33,14,59,50,,,,,,72,,699,290,26,,15,,65,9.1,,,,,,,,,,,62.33,108.92,,35.15,5.26,0.81,3.1,,1.65,,0.86,,0.63,0.03,218.74
PHKCalcAlk,RC-49,Barcelona,[4],72.8,14.7,1.4,1.26,0.02,0.27,0.86,3.6,5.3,0.16,0.06,0.7,,99.87,215,4.8,,,19,5.8,60,11,,,,,,78,,590,214,31,,17,,56,7.1,,,,,,,,,,,43.74,77.19,,31.02,3.39,0.8,2.37,,1.14,0.2,0.44,,0.27,0.02,160.57
PHKCalcAlk,RC-65,Barcelona,[4],69,15.8,3.3,2.97,0.04,0.84,2.6,3.8,4.3,0.49,0.18,0.55,,100.9,140,8.3,,,30,12,57,60,,,,,,118,,926,330,29,,20,,91,9.1,,,,,,,,,,,16.99,33.25,,15.37,2.56,0.78,1.9,,1.73,0.35,1.03,,1.06,0.16,
PHKCalcAlk,RC-89,Barcelona,[4],73.1,13.8,1.9,1.71,0.02,0.39,1.6,3.3,4.8,0.23,0.06,0.35,,99.55,,,,,,,,,,,,,,122,,,,23,,12,,,,,,,,,,,,,,58.21,111.64,,35.83,6.32,0.78,4.26,,3.18,,1.64,,1.41,0.23,223.5
